CPU,Disk,Network
0.132,0.0,221367.0
0.134,0.0,203463.0
0.066,0.0,227428.0
0.136,0.0,212574.0
0.134,0.0,204579.0
0.066,0.0,226811.0
0.134,0.0,224210.0
1.4680000000000002,0.0,212323.0
0.068,0.0,204648.0
0.132,0.0,224538.0
0.132,0.0,210720.0
0.068,0.0,213729.0
0.132,0.0,210685.0
0.198,0.0,214452.0
0.134,0.0,217432.0
0.068,0.0,221219.0
0.132,0.0,212086.0
0.132,0.0,223864.0
0.134,0.0,234264.0
0.132,0.0,191448.0
0.066,0.0,220392.0
0.132,0.0,210655.0
0.136,0.0,217940.0
0.066,0.0,202145.0
0.134,0.0,220958.0
0.134,0.0,198583.0
0.134,0.0,204996.0
0.066,0.0,228218.0
0.134,0.0,204380.0
0.066,0.0,220523.0
0.132,0.0,220136.0
0.134,0.0,208032.0
0.066,0.0,216061.0
0.134,0.0,215063.0
0.134,0.0,200904.0
0.132,0.0,218049.0
0.066,0.0,210933.0
0.132,0.0,207475.0
0.132,0.0,243426.0
0.066,0.0,341121.0
0.134,0.0,337174.0
0.134,0.0,327400.0
0.068,0.0,980290.0
0.134,0.0,214182.0
0.134,0.0,239616.0
0.134,0.0,203846.0
0.068,0.0,222009.0
0.134,0.0,230337.0
0.134,0.0,209210.0
0.132,0.0,1612430.0
0.136,0.0,229273.0
0.132,0.0,230641.0
0.132,0.0,228909.0
0.066,0.0,260934.0
0.134,0.0,602013.0
0.134,0.0,224751.0
0.066,0.0,221389.0
0.132,0.0,233174.0
0.134,0.0,219319.0
0.066,0.0,228634.0
0.20199999999999999,0.0,220656.0
0.134,0.0,484722.0
0.134,0.0,238032.0
0.134,0.0,223131.0
0.066,0.0,217405.0
0.134,0.0,232283.0
0.066,0.0,524693.0
0.134,0.0,214080.0
0.134,0.0,232978.0
0.066,0.0,215185.0
0.132,0.0,224444.0
0.068,0.0,230059.0
0.132,0.0,221284.0
0.134,0.0,543313.0
0.134,0.0,219987.0
0.066,0.0,237429.0
0.132,0.0,227474.0
0.134,0.0,234078.0
0.068,0.0,625793.0
0.134,0.0,227170.0
0.134,0.0,220482.0
0.066,0.0,235699.0
0.136,0.0,226656.0
0.132,0.0,213664.0
0.134,0.0,227011.0
0.134,0.0,920637.0
0.066,0.0,239921.0
0.134,0.0,229576.0
0.134,0.0,237654.0
0.066,0.0,226250.0
0.132,0.0,799628.0
0.068,0.0,227647.0
0.134,0.0,228812.0
0.132,0.0,229508.0
0.132,0.0,223668.0
0.066,0.0,235206.0
0.134,0.0,206290.0
0.136,0.0,501082.0
0.134,0.0,235969.0
0.066,0.0,229802.0
0.134,0.0,230381.0
0.132,0.0,225571.0
0.132,0.0,713233.0
0.066,0.0,218863.0
0.132,0.0,240598.0
0.134,0.0,217460.0
0.134,0.0,235892.0
0.066,0.0,210112.0
0.132,0.0,234472.0
0.132,0.0,828152.0
0.134,0.0,228027.0
0.066,0.0,232528.0
0.134,0.0,222600.0
0.134,0.0,219628.0
0.066,0.0,815393.0
0.134,0.0,232129.0
0.132,0.0,229271.0
0.068,0.0,244901.0
0.134,0.0,217817.0
0.134,0.0,243250.0
0.136,0.0,234655.0
0.066,0.0,902288.0
0.134,0.0,236481.0
0.132,0.0,233504.0
0.132,0.0,229953.0
0.066,0.0,229542.0
0.134,0.0,595668.0
0.134,0.0,214677.0
0.136,0.0,236918.0
0.066,0.0,222517.0
0.134,0.0,227402.0
0.136,0.0,232904.0
0.136,0.0,234651.0
0.066,0.0,467170.0
0.132,0.0,228287.0
0.132,0.0,219294.0
0.066,0.0,223779.0
0.132,0.0,240034.0
0.134,0.0,698624.0
0.068,0.0,236498.0
0.134,0.0,219254.0
0.066,0.0,229208.0
0.132,0.0,229769.0
0.132,0.0,222184.0
0.20199999999999999,0.0,215326.0
0.134,0.0,907772.0
0.134,0.0,233315.0
0.134,0.0,199692.0
0.134,0.0,214226.0
0.066,0.0,209448.0
0.134,0.0,235554.0
0.134,0.0,189865.0
0.066,0.0,229776.0
0.132,0.0,202370.0
0.134,0.0,214318.0
0.068,0.0,207721.0
0.134,0.0,222627.0
0.134,0.0,203032.0
0.134,0.0,204642.0
0.068,0.0,212050.0
0.134,0.0,240550.0
0.132,0.0,224690.0
0.134,0.0,219912.0
0.066,0.0,221062.0
0.132,0.0,208472.0
0.066,0.0,225067.0
0.134,0.0,197410.0
0.132,0.0,226207.0
0.134,0.0,204026.0
0.134,0.0,203767.0
0.136,0.0,219954.0
0.066,0.0,217596.0
0.134,0.0,205753.0
0.136,0.0,216204.0
0.134,0.0,227160.0
0.134,0.0,225389.0
0.134,0.0,212031.0
0.134,0.0,204370.0
0.066,0.0,205539.0
0.134,0.0,216450.0
0.134,0.0,210008.0
0.134,0.0,219252.0
0.066,0.0,209681.0
0.134,0.0,216769.0
0.132,0.0,215123.0
0.066,0.0,207001.0
0.134,0.0,237230.0
0.134,0.0,215196.0
0.066,0.0,214726.0
0.132,0.0,219845.0
0.068,0.0,212364.0
0.132,0.0,216294.0
0.134,0.0,222563.0
0.134,0.0,210506.0
0.066,0.0,222016.0
0.134,0.0,213626.0
0.134,0.0,230761.0
0.134,0.0,220674.0
0.066,0.0,245797.0
0.134,0.0,217810.0
0.134,0.0,221610.0
0.134,0.0,211655.0
0.066,0.0,213393.0
0.134,0.0,228476.0
0.134,0.0,217676.0
0.134,0.0,219713.0
0.066,0.0,208911.0
0.134,0.0,228271.0
0.134,0.0,206472.0
0.134,0.0,225905.0
0.068,0.0,215521.0
0.134,0.0,208733.0
0.132,0.0,209598.0
0.068,0.0,226730.0
0.134,0.0,206625.0
0.134,0.0,203049.0
0.132,0.0,218644.0
0.066,0.0,207484.0
0.134,0.0,214327.0
0.134,0.0,212021.0
0.068,0.0,220910.0
0.134,0.0,193518.0
0.134,0.0,240652.0
0.066,0.0,198382.0
0.132,0.0,210235.0
0.134,0.0,220605.0
0.066,0.0,907681.0
0.132,0.0,224922.0
0.132,0.0,203078.0
0.132,0.0,215267.0
0.134,0.0,205497.0
0.066,0.0,227189.0
0.134,0.0,204678.0
0.132,0.0,210181.0
0.134,0.0,226785.0
0.066,0.0,202126.0
0.134,0.0,223139.0
0.134,0.0,205541.0
0.132,0.0,219044.0
0.132,0.0,216412.0
0.134,0.0,216183.0
0.068,0.0,209290.0
0.134,0.0,219839.0
0.132,0.0,210705.0
0.066,0.0,214426.0
0.134,0.0,181855.0
0.132,0.0,234508.0
0.132,0.0,203961.0
0.066,0.0,215343.0
0.132,0.0,220840.0
0.134,0.0,198135.0
0.134,0.0,220011.0
0.132,0.0,215291.0
0.066,0.0,219840.0
0.132,0.0,209992.0
0.066,0.0,215690.0
0.2,0.0,182444.0
0.132,0.0,218235.0
0.134,0.0,226692.0
0.132,0.0,203978.0
0.066,0.0,226305.0
0.134,0.0,207762.0
0.066,0.0,212146.0
0.132,0.0,207325.0
0.134,0.0,227436.0
0.134,0.0,188198.0
0.134,0.0,219921.0
0.068,0.0,217575.0
0.20199999999999999,0.0,198301.0
0.066,0.0,232628.0
0.134,0.0,206026.0
0.134,0.0,220699.0
0.068,0.0,203134.0
0.136,0.0,218934.0
0.132,0.0,202102.0
0.066,0.0,213543.0
0.198,0.0,205740.0
0.066,0.0,225978.0
0.132,0.0,210674.0
0.132,0.0,205168.0
0.136,0.0,214448.0
0.134,0.0,209507.0
0.068,0.0,235010.0
0.134,0.0,208397.0
0.066,0.0,207863.0
0.134,0.0,207181.0
0.134,0.0,207646.0
0.066,0.0,215039.0
0.132,0.0,221731.0
0.134,0.0,203160.0
0.134,0.0,208579.0
0.066,0.0,223870.0
0.134,0.0,204226.0
0.136,0.0,213446.0
0.068,0.0,224796.0
0.134,0.0,220793.0
1.444,0.0,203670.0
0.066,0.0,214327.0
0.134,0.0,198933.0
0.136,0.0,221461.0
0.134,0.0,212015.0
0.068,0.0,206295.0
0.132,0.0,207605.0
0.066,0.0,212771.0
0.134,0.0,221254.0
0.134,0.0,203362.0
0.066,0.0,240613.0
0.134,0.0,209930.0
0.068,0.0,220883.0
0.134,0.0,218731.0
0.132,0.0,211217.0
0.066,0.0,209762.0
0.134,2406810.0,214302.0
0.134,2328990.0,215958.0
0.134,0.0,211831.0
0.066,0.0,208499.0
0.134,0.0,212363.0
0.066,0.0,220576.0
0.134,0.0,220376.0
0.066,0.0,216697.0
0.134,0.0,218661.0
0.134,0.0,216707.0
0.066,0.0,205866.0
0.134,0.0,219789.0
0.132,0.0,206048.0
0.066,0.0,212984.0
0.134,0.0,221554.0
0.134,0.0,202326.0
0.066,0.0,222773.0
0.134,0.0,215042.0
0.134,0.0,224354.0
0.068,0.0,200063.0
0.134,0.0,224285.0
0.134,0.0,221789.0
0.068,0.0,227426.0
0.134,0.0,215414.0
0.198,0.0,215971.0
0.066,0.0,214245.0
0.134,0.0,216374.0
0.066,0.0,235935.0
0.134,0.0,193848.0
0.066,0.0,214498.0
0.134,0.0,216706.0
0.066,0.0,209482.0
0.134,0.0,217393.0
0.134,0.0,197935.0
0.066,0.0,220785.0
0.132,0.0,210873.0
0.134,0.0,207415.0
0.134,0.0,206044.0
0.134,0.0,227606.0
0.066,0.0,207990.0
0.134,0.0,213691.0
0.136,0.0,213306.0
0.066,0.0,230735.0
0.132,0.0,213930.0
0.066,0.0,213989.0
0.132,0.0,216866.0
0.134,0.0,209162.0
0.068,0.0,223633.0
0.132,0.0,218427.0
0.134,0.0,201356.0
0.066,0.0,211970.0
0.134,0.0,224939.0
0.134,0.0,202344.0
0.134,0.0,255514.0
0.066,0.0,188233.0
0.134,0.0,203148.0
0.068,0.0,228837.0
0.134,0.0,208700.0
0.134,20545500.0,202390.0
0.066,51114000.0,214819.0
0.132,144531000.0,210990.0
0.134,31003400.0,211617.0
0.066,2266730.0,220468.0
0.132,0.0,202811.0
0.134,0.0,225065.0
0.066,0.0,206834.0
0.132,0.0,223563.0
0.132,0.0,215232.0
0.136,0.0,211395.0
0.068,0.0,213025.0
0.134,0.0,201703.0
0.134,0.0,232024.0
0.132,0.0,198372.0
0.068,0.0,212118.0
0.132,0.0,231909.0
0.132,0.0,205404.0
0.134,0.0,205343.0
0.066,0.0,203165.0
0.134,0.0,229090.0
0.20199999999999999,0.0,209479.0
0.066,0.0,210213.0
0.134,0.0,219923.0
0.068,0.0,230205.0
0.134,0.0,214088.0
0.134,0.0,199535.0
0.134,0.0,207318.0
0.066,0.0,230857.0
0.134,0.0,209006.0
0.136,0.0,202007.0
0.068,0.0,229835.0
0.20199999999999999,0.0,234318.0
0.066,19990900.0,214476.0
0.134,162558000.0,208884.0
0.132,30979700.0,219074.0
0.068,33184200.0,206305.0
0.2,41779.2,215800.0
0.066,0.0,210195.0
0.134,0.0,220688.0
0.134,0.0,212341.0
0.132,0.0,213213.0
0.066,0.0,192361.0
0.132,0.0,204269.0
0.136,0.0,223513.0
0.068,19685400.0,216201.0
0.132,43775600.0,226427.0
0.136,150198000.0,204519.0
0.066,30341500.0,217992.0
0.136,2528050.0,221910.0
0.134,0.0,203047.0
0.134,0.0,197727.0
0.134,0.0,221091.0
0.066,0.0,218216.0
0.134,0.0,209654.0
0.134,0.0,225035.0
0.134,20140900.0,219985.0
0.134,192440000.0,208978.0
0.066,888013.0,221472.0
0.134,32478000.0,215009.0
0.134,978944.0,180299.0
0.066,0.0,234446.0
0.134,0.0,204138.0
0.132,0.0,197581.0
0.134,0.0,215316.0
0.066,0.0,215565.0
0.134,0.0,221575.0
0.132,0.0,221162.0
0.134,0.0,223372.0
0.068,0.0,204498.0
0.134,0.0,238101.0
0.132,0.0,200400.0
0.068,0.0,216677.0
0.134,119975000.0,205706.0
0.134,40283300.0,196909.0
0.134,156597000.0,214480.0
0.134,152619000.0,221978.0
0.134,19855000.0,210779.0
0.066,132973000.0,204230.0
0.134,61555500.0,235007.0
0.134,19814000.0,224792.0
0.066,75057600.0,205462.0
0.134,140132000.0,205409.0
0.134,194438000.0,218012.0
0.134,0.0,200700.0
0.068,0.0,222838.0
0.132,0.0,214800.0
0.134,0.0,204515.0
0.134,0.0,226401.0
0.068,0.0,201294.0
0.134,0.0,220722.0
0.132,0.0,209314.0
0.066,0.0,230432.0
0.134,0.0,184449.0
0.134,6553.6,224717.0
0.066,146593000.0,206109.0
0.134,156850000.0,197809.0
0.134,31129.6,211238.0
0.134,24361400.0,203830.0
0.134,91750.4,212234.0
0.134,427032000.0,212223.0
0.134,50618400.0,219058.0
0.066,45760500.0,208619.0
0.132,433884000.0,232249.0
0.134,36443800.0,218632.0
0.066,2479720.0,207605.0
0.132,3276.8,210603.0
0.134,97484.8,209217.0
0.134,0.0,209757.0
0.068,0.0,204049.0
0.134,0.0,220709.0
0.134,0.0,199591.0
0.132,1260750.0,222292.0
0.134,49984300.0,198588.0
0.134,448987000.0,213303.0
0.134,35458300.0,218306.0
0.134,3387390.0,215561.0
0.134,21299.2,208987.0
0.066,0.0,217060.0
0.132,0.0,214204.0
0.132,0.0,196041.0
0.132,0.0,214402.0
0.134,0.0,210225.0
0.134,0.0,215222.0
0.132,0.0,219228.0
0.134,0.0,198478.0
0.134,0.0,206395.0
0.066,0.0,215575.0
0.134,0.0,229358.0
0.134,0.0,203889.0
0.066,0.0,232805.0
0.134,0.0,206162.0
0.134,0.0,210883.0
0.066,0.0,215938.0
0.2,0.0,212260.0
0.066,0.0,203804.0
0.134,0.0,225690.0
0.2,0.0,210699.0
0.066,0.0,205743.0
0.132,0.0,209370.0
0.132,19976200.0,218644.0
0.134,50814200.0,209716.0
0.066,427889000.0,204682.0
0.134,36378200.0,226078.0
0.132,2528050.0,197228.0
0.134,0.0,234074.0
0.132,0.0,201373.0
0.066,0.0,214279.0
0.136,0.0,209986.0
0.066,0.0,214852.0
0.134,0.0,196981.0
0.134,19952400.0,212375.0
0.066,121794000.0,218083.0
0.134,357105000.0,209151.0
0.132,36332300.0,209666.0
0.132,2573110.0,204242.0
0.132,0.0,211211.0
0.066,0.0,216888.0
0.134,0.0,214203.0
0.134,0.0,187064.0
0.134,0.0,227053.0
0.066,0.0,199233.0
0.132,0.0,214345.0
0.134,0.0,225491.0
0.134,0.0,214536.0
0.066,0.0,214087.0
0.132,0.0,217427.0
0.066,0.0,213943.0
0.134,0.0,203896.0
0.134,0.0,219234.0
0.132,0.0,201254.0
0.132,0.0,218736.0
0.134,0.0,215317.0
0.066,0.0,205880.0
0.134,0.0,214130.0
0.132,0.0,221990.0
0.068,0.0,228523.0
0.134,0.0,199953.0
0.132,0.0,226266.0
0.134,0.0,197346.0
0.066,0.0,215351.0
0.132,0.0,206072.0
0.134,0.0,205289.0
0.134,0.0,204074.0
0.132,0.0,211078.0
0.066,0.0,214969.0
0.132,0.0,204246.0
0.066,0.0,222079.0
0.134,0.0,211744.0
0.132,0.0,214092.0
0.068,0.0,221114.0
0.132,0.0,223041.0
0.132,0.0,198340.0
0.066,0.0,214345.0
0.134,0.0,204572.0
0.134,0.0,197391.0
0.132,0.0,220158.0
0.134,0.0,196988.0
0.134,0.0,208200.0
0.066,0.0,205537.0
0.134,0.0,228853.0
0.132,0.0,210337.0
0.132,0.0,213978.0
0.066,0.0,204861.0
0.134,0.0,207990.0
0.136,0.0,208012.0
0.134,0.0,212478.0
0.134,0.0,207448.0
0.066,0.0,213103.0
0.134,0.0,219918.0
0.132,0.0,209095.0
0.134,0.0,224715.0
0.066,0.0,219813.0
1.466,0.0,207644.0
0.136,0.0,204319.0
0.132,0.0,235873.0
0.134,0.0,204881.0
0.066,0.0,220635.0
0.132,0.0,199202.0
0.134,0.0,204042.0
0.20199999999999999,0.0,215084.0
0.13,0.0,205750.0
0.134,0.0,204547.0
0.068,0.0,211254.0
0.134,0.0,228499.0
0.134,0.0,204412.0
0.068,0.0,218361.0
0.134,1167360.0,204808.0
0.134,9830.4,195825.0
0.134,0.0,214325.0
0.132,0.0,220887.0
0.132,0.0,213913.0
0.134,0.0,206566.0
0.132,0.0,215872.0
0.132,0.0,204075.0
0.066,0.0,215576.0
0.134,0.0,227363.0
0.066,0.0,208849.0
0.132,0.0,209714.0
0.2,0.0,219336.0
0.134,0.0,207734.0
0.134,0.0,211127.0
0.134,0.0,189856.0
0.066,0.0,209485.0
0.132,0.0,226404.0
0.134,0.0,206658.0
0.134,0.0,208559.0
0.134,0.0,214749.0
0.134,0.0,240884.0
0.068,0.0,198648.0
0.134,0.0,208831.0
0.134,0.0,223620.0
0.132,0.0,197529.0
0.132,0.0,231861.0
0.134,0.0,205168.0
0.134,0.0,200863.0
0.068,0.0,209460.0
0.132,0.0,221109.0
0.134,0.0,205954.0
0.132,0.0,219809.0
0.066,0.0,219781.0
0.134,0.0,213152.0
0.134,0.0,208964.0
0.066,0.0,202030.0
0.134,0.0,208313.0
0.134,0.0,210523.0
0.134,0.0,212976.0
0.066,0.0,209861.0
0.134,0.0,222336.0
0.132,0.0,213013.0
0.068,0.0,206579.0
0.132,0.0,210070.0
0.132,0.0,222893.0
0.134,0.0,223063.0
0.068,0.0,212685.0
0.134,0.0,220875.0
0.066,0.0,203691.0
0.134,0.0,207459.0
0.134,0.0,204181.0
0.136,0.0,198425.0
0.068,0.0,214232.0
0.132,0.0,216701.0
0.066,0.0,204123.0
0.134,0.0,233579.0
0.132,0.0,209031.0
0.066,0.0,204349.0
0.132,0.0,221715.0
0.066,0.0,210854.0
0.132,0.0,214146.0
0.134,0.0,205619.0
0.134,0.0,212798.0
0.134,0.0,215629.0
0.066,0.0,224601.0
0.136,0.0,199350.0
0.134,0.0,204397.0
0.068,0.0,226771.0
0.132,0.0,224136.0
0.132,0.0,217945.0
0.066,0.0,200224.0
0.134,0.0,230444.0
0.066,0.0,203982.0
0.134,0.0,209317.0
0.132,0.0,215135.0
0.132,0.0,214915.0
0.068,0.0,203284.0
0.132,0.0,215899.0
0.134,0.0,218172.0
0.068,0.0,202767.0
0.134,0.0,245948.0
0.134,0.0,209784.0
0.066,0.0,211830.0
0.132,0.0,217469.0
0.134,0.0,197765.0
0.066,0.0,210040.0
0.134,0.0,217098.0
0.134,0.0,203955.0
0.132,0.0,216448.0
0.132,0.0,220274.0
0.136,0.0,207501.0
0.066,0.0,218092.0
0.134,0.0,228689.0
0.066,0.0,207598.0
0.134,0.0,210139.0
0.132,0.0,212652.0
0.066,0.0,210117.0
0.132,0.0,230038.0
0.134,0.0,200123.0
0.066,0.0,210393.0
0.134,0.0,208040.0
0.066,0.0,225554.0
0.132,0.0,213134.0
0.134,0.0,221550.0
0.132,0.0,219428.0
0.066,0.0,220671.0
0.134,0.0,212390.0
0.134,0.0,208361.0
0.066,0.0,218991.0
0.134,0.0,218356.0
0.132,0.0,199871.0
0.132,0.0,218555.0
0.134,0.0,219058.0
0.134,0.0,221937.0
0.132,0.0,196691.0
0.134,0.0,232916.0
0.066,0.0,223388.0
0.134,0.0,211914.0
0.132,0.0,204802.0
0.134,0.0,237022.0
0.066,0.0,200600.0
0.132,0.0,211971.0
0.2,0.0,221608.0
0.132,0.0,212618.0
0.068,0.0,217432.0
0.134,0.0,206846.0
0.134,0.0,220209.0
0.132,0.0,213426.0
0.132,0.0,238211.0
0.066,24122200.0,207262.0
0.132,648806.0,238301.0
0.132,0.0,202344.0
0.132,1719500.0,204756.0
0.134,0.0,218957.0
0.134,0.0,204048.0
0.134,0.0,214352.0
0.132,0.0,217601.0
0.134,0.0,210319.0
0.134,0.0,210714.0
0.066,0.0,221409.0
0.134,0.0,218726.0
0.132,0.0,213689.0
0.132,0.0,209612.0
0.132,0.0,207980.0
0.066,0.0,205004.0
0.134,0.0,207585.0
0.134,0.0,207212.0
0.134,0.0,204106.0
0.134,0.0,227338.0
0.134,0.0,203892.0
0.134,0.0,214202.0
0.132,0.0,210976.0
0.136,0.0,235601.0
0.132,0.0,204128.0
0.134,0.0,211271.0
0.066,47704500.0,214199.0
0.134,453239000.0,203991.0
0.134,34937200.0,229463.0
0.134,4583420.0,203832.0
0.2,27033.6,214490.0
0.134,0.0,220445.0
0.068,0.0,214016.0
0.134,0.0,211569.0
0.198,0.0,235180.0
0.066,0.0,224911.0
0.134,0.0,207868.0
0.134,0.0,204413.0
0.066,0.0,219222.0
0.132,0.0,204533.0
0.134,0.0,204659.0
0.132,0.0,233583.0
0.136,0.0,207576.0
0.066,0.0,206019.0
0.134,0.0,212976.0
0.134,0.0,211351.0
0.132,0.0,211739.0
0.132,0.0,217560.0
0.134,0.0,226971.0
0.136,0.0,195931.0
0.134,0.0,213552.0
0.066,0.0,219538.0
0.132,0.0,221002.0
0.198,0.0,215646.0
0.134,0.0,227147.0
0.134,0.0,207195.0
0.134,0.0,228604.0
0.134,0.0,210854.0
0.134,0.0,210599.0
0.066,0.0,251045.0
0.132,0.0,204245.0
0.134,0.0,219750.0
0.134,0.0,221702.0
0.132,0.0,219850.0
0.132,0.0,216247.0
0.20199999999999999,0.0,235683.0
0.132,0.0,218954.0
0.066,0.0,225688.0
0.132,0.0,217794.0
0.134,0.0,224887.0
0.132,0.0,224771.0
0.132,0.0,229828.0
0.134,0.0,232090.0
0.134,0.0,209603.0
0.066,0.0,224724.0
0.132,0.0,219774.0
0.134,0.0,214358.0
0.132,0.0,224555.0
0.134,0.0,232645.0
0.132,0.0,217576.0
0.134,0.0,217325.0
0.132,0.0,227360.0
0.132,0.0,217716.0
0.134,0.0,248667.0
0.134,0.0,216033.0
0.134,0.0,222790.0
0.066,0.0,213287.0
0.134,0.0,227596.0
0.134,0.0,210490.0
0.136,0.0,221299.0
0.134,0.0,210728.0
0.066,0.0,226722.0
0.134,0.0,213233.0
0.132,0.0,216131.0
0.2,0.0,222701.0
0.066,0.0,229599.0
0.134,0.0,220590.0
0.136,0.0,204231.0
0.134,0.0,228096.0
0.134,0.0,203753.0
0.132,0.0,220834.0
0.196,0.0,217471.0
0.068,0.0,214938.0
0.136,0.0,221679.0
0.134,0.0,220295.0
0.134,0.0,221105.0
0.066,0.0,206714.0
0.134,0.0,247271.0
0.132,0.0,204648.0
0.134,0.0,226723.0
0.132,0.0,208394.0
0.066,0.0,221043.0
0.134,0.0,210503.0
0.134,0.0,222217.0
0.132,0.0,222793.0
0.066,0.0,210718.0
0.134,0.0,222654.0
0.132,0.0,216275.0
0.134,0.0,217122.0
0.066,0.0,226275.0
0.132,0.0,220639.0
0.068,0.0,211825.0
0.134,0.0,221175.0
0.132,0.0,211021.0
0.134,0.0,203816.0
0.134,0.0,234385.0
0.132,0.0,203816.0
0.068,0.0,220982.0
0.134,0.0,219157.0
0.134,0.0,220958.0
0.066,0.0,208780.0
0.134,0.0,241755.0
0.134,0.0,222830.0
0.136,0.0,222040.0
0.066,0.0,216388.0
0.134,0.0,206272.0
0.132,0.0,215994.0
0.132,0.0,217602.0
0.134,0.0,226290.0
0.134,0.0,209931.0
1.49,0.0,222682.0
0.134,0.0,210713.0
0.134,0.0,221287.0
0.134,0.0,236509.0
0.134,20036000.0,226102.0
0.132,143109000.0,219417.0
0.066,336431000.0,210013.0
0.132,35981700.0,217832.0
0.134,2628810.0,212221.0
0.20199999999999999,0.0,219837.0
0.068,0.0,206166.0
0.134,0.0,219032.0
0.134,0.0,213332.0
0.132,0.0,215330.0
0.066,0.0,216371.0
0.132,0.0,240138.0
0.132,0.0,207401.0
0.066,0.0,217679.0
0.134,0.0,223923.0
0.134,0.0,210728.0
0.066,0.0,214386.0
0.198,0.0,216727.0
0.066,0.0,220713.0
0.2,0.0,217179.0
0.132,0.0,221815.0
0.136,0.0,216036.0
0.134,0.0,215418.0
0.066,0.0,230405.0
0.132,0.0,214973.0
0.066,0.0,222888.0
0.134,0.0,216213.0
0.134,0.0,214717.0
0.132,0.0,214156.0
0.134,0.0,226757.0
0.134,0.0,199187.0
0.066,0.0,220761.0
0.134,0.0,225087.0
0.134,0.0,214881.0
0.066,0.0,216338.0
0.132,0.0,237916.0
0.134,0.0,216251.0
0.066,0.0,210810.0
0.132,0.0,240991.0
0.066,0.0,200805.0
0.134,0.0,220796.0
0.132,0.0,222718.0
0.132,0.0,221810.0
0.134,0.0,209683.0
0.134,0.0,233323.0
0.066,0.0,203470.0
0.134,0.0,216864.0
0.066,0.0,233858.0
0.134,0.0,210644.0
0.134,0.0,226377.0
0.066,0.0,211773.0
0.132,0.0,232378.0
0.132,0.0,210204.0
0.134,0.0,233650.0
0.066,0.0,203902.0
0.134,0.0,221011.0
0.134,0.0,230352.0
0.066,0.0,217982.0
0.134,0.0,204812.0
0.134,0.0,235968.0
0.066,0.0,218757.0
0.134,0.0,208472.0
0.132,0.0,227264.0
0.134,0.0,216148.0
0.134,0.0,226559.0
0.132,0.0,218296.0
0.066,0.0,220071.0
0.134,0.0,211267.0
0.066,0.0,222805.0
0.134,0.0,224648.0
0.132,0.0,204474.0
0.066,0.0,253363.0
0.134,0.0,204384.0
0.066,0.0,222168.0
0.134,0.0,231049.0
0.134,0.0,202087.0
0.066,0.0,202216.0
0.132,0.0,232597.0
0.134,0.0,216763.0
0.134,0.0,208897.0
0.066,0.0,236491.0
0.134,0.0,210893.0
0.132,0.0,226756.0
0.068,0.0,229868.0
0.134,0.0,223753.0
0.134,0.0,210827.0
0.066,0.0,233587.0
0.134,0.0,210710.0
0.134,0.0,226983.0
0.134,0.0,222544.0
0.066,0.0,219834.0
0.134,0.0,207045.0
0.132,0.0,232213.0
0.066,0.0,214247.0
0.134,0.0,211098.0
0.134,0.0,242373.0
0.066,0.0,205857.0
0.134,0.0,226445.0
0.066,0.0,216911.0
0.132,0.0,227730.0
0.132,0.0,204141.0
0.134,0.0,229521.0
0.134,0.0,220815.0
0.134,0.0,216944.0
0.068,0.0,218494.0
0.134,0.0,218773.0
0.134,0.0,215335.0
0.132,0.0,240105.0
0.066,0.0,221984.0
0.132,0.0,217826.0
0.068,0.0,225926.0
0.132,0.0,212967.0
0.134,0.0,214505.0
0.2,0.0,241133.0
0.066,0.0,211519.0
0.134,0.0,207264.0
0.134,0.0,229190.0
0.132,0.0,219665.0
0.134,0.0,217716.0
0.066,0.0,239260.0
0.134,0.0,210376.0
0.132,0.0,235911.0
0.134,0.0,220741.0
0.066,0.0,203102.0
0.132,0.0,230348.0
0.134,0.0,211747.0
0.134,20036800.0,232208.0
0.066,143499000.0,215562.0
0.136,335712000.0,229330.0
0.066,35981700.0,216654.0
0.198,2687800.0,223048.0
0.066,0.0,239541.0
0.132,0.0,218738.0
0.132,0.0,220449.0
0.134,0.0,211052.0
0.132,0.0,222233.0
0.066,0.0,211509.0
0.2,0.0,228908.0
0.066,0.0,213622.0
0.134,0.0,224830.0
0.132,0.0,218302.0
0.066,0.0,233279.0
0.20199999999999999,1169000.0,221332.0
0.136,9011.2,251691.0
0.134,0.0,215000.0
0.134,0.0,228164.0
0.066,0.0,238008.0
0.266,0.0,213834.0
0.134,0.0,219034.0
0.134,0.0,222015.0
0.066,0.0,230459.0
0.134,0.0,217897.0
0.134,0.0,241161.0
0.066,0.0,211846.0
0.134,0.0,221554.0
0.134,0.0,235457.0
0.066,0.0,215725.0
0.132,0.0,223285.0
0.134,0.0,217500.0
0.134,0.0,228535.0
0.066,0.0,211414.0
0.134,0.0,232210.0
0.134,46952400.0,210725.0
0.134,451674000.0,215054.0
0.132,35601600.0,223010.0
0.068,3901850.0,235903.0
0.134,28672.0,230673.0
0.134,1638.4,241114.0
0.066,0.0,213123.0
0.134,0.0,209192.0
0.134,1541730.0,232511.0
0.132,74547.2,222755.0
0.134,2532970.0,227102.0
0.134,49577200.0,216610.0
0.134,450618000.0,220775.0
0.134,36782100.0,215595.0
0.132,3822390.0,229621.0
0.134,27033.6,217405.0
0.134,1305800.0,225801.0
0.134,9011.2,230306.0
0.134,0.0,213279.0
0.066,0.0,230201.0
0.134,0.0,226641.0
0.132,0.0,222929.0
0.132,0.0,209162.0
0.134,0.0,218238.0
0.068,0.0,221598.0
